Município;1991;2000;2010;Total
354490 SALES OLIVEIRA;1,58;11,57;5,73;6,7
354500 SALESOPOLIS;7,92;11,43;7,13;8,84
354510 SALMOURAO;1,35;7,66;6,04;5,22
354515 SALTINHO;...;7,1;3,79;5,17
354520 SALTO;5,72;17,83;7,73;10,68
354530 SALTO DE PIRAPORA;7,81;18,94;10,15;12,66
354540 SALTO GRANDE;2,85;16;9,5;10,07
354550 SANDOVALINA;0,33;14,37;9,06;8,85
354560 SANTA ADELIA;1,03;8,01;4,52;4,66
354570 SANTA ALBERTINA;1,51;8,69;5,36;5,23
354580 SANTA BARBARA D'OESTE;4,09;15,04;5,99;8,57
354600 SANTA BRANCA;8,39;17,96;8,06;11,69
354610 SANTA CLARA D'OESTE;0,21;18,05;2,92;6,88
354620 SANTA CRUZ DA CONCEICAO;2,05;8,67;4,16;5,19
354625 SANTA CRUZ DA ESPERANCA;...;7,94;11,68;9,85
354630 SANTA CRUZ DAS PALMEIRAS;0,92;12,24;5,09;6,33
354640 SANTA CRUZ DO RIO PARDO;1,33;8,48;4,99;5,1
354650 SANTA ERNESTINA;2;16,13;7,99;8,9
354660 SANTA FE DO SUL;2,1;14,22;5,72;7,67
354670 SANTA GERTRUDES;1,3;11,52;7,38;7,48
354680 SANTA ISABEL;4,17;19,72;10;11,7
354690 SANTA LUCIA;1,83;14;9,63;9,16
354700 SANTA MARIA DA SERRA;0,28;14,45;7,47;7,83
354710 SANTA MERCEDES;0,53;15,19;7,66;7,78
354720 SANTANA DA PONTE PENSA;-;7,17;1,71;2,82
354730 SANTANA DE PARNAIBA;10,47;19,06;7,18;11,4
354740 SANTA RITA D'OESTE;-;14,98;2,65;5,22
354750 SANTA RITA DO PASSA QUATRO;1,54;9,05;6,18;5,91
354760 SANTA ROSA DE VITERBO;2,56;17,59;9,36;10,33
354765 SANTA SALETE;...;6,85;2,05;4,1
354770 SANTO ANASTACIO;3,54;15,84;7,81;9,21
354780 SANTO ANDRE;6,36;18,76;7,94;11,13
354790 SANTO ANTONIO DA ALEGRIA;1,14;5,64;2,03;3,02
354800 SANTO ANTONIO DE POSSE;2,66;11,43;5,2;6,65
354805 SANTO ANTONIO DO ARACANGUA;...;14,97;3,98;8,83
354810 SANTO ANTONIO DO JARDIM;0,32;3,99;3,32;2,68
354820 SANTO ANTONIO DO PINHAL;0,19;6,74;3,09;3,57
354830 SANTO EXPEDITO;2,96;11,82;8,13;7,95
354840 SANTOPOLIS DO AGUAPEI;1,63;5,1;7,77;5,24
354850 SANTOS;5,91;16,39;7,59;10,07
354860 SAO BENTO DO SAPUCAI;3,42;9,07;4,8;5,99
354870 SAO BERNARDO DO CAMPO;7,08;18,96;7,94;11,59
354880 SAO CAETANO DO SUL;7,89;13,22;6,16;8,98
354890 SAO CARLOS;2,26;12,84;7,04;7,84
354900 SAO FRANCISCO;0,55;6,25;2,79;2,91
354910 SAO JOAO DA BOA VISTA;2,63;12,16;5,39;6,92
354920 SAO JOAO DAS DUAS PONTES;1,28;4,22;2,98;2,8
354925 SAO JOAO DE IRACEMA;...;5,32;5,45;5,38
354930 SAO JOAO DO PAU D'ALHO;-;16,61;2,19;5,4
354940 SAO JOAQUIM DA BARRA;1,8;15,46;8,01;8,78
354950 SAO JOSE DA BELA VISTA;1,72;9,32;7,24;6,48
354960 SAO JOSE DO BARREIRO;6,16;13;6,75;8,73
354970 SAO JOSE DO RIO PARDO;0,97;10,76;5,88;6,29
354980 SAO JOSE DO RIO PRETO;1,74;12,95;4,1;6,55
354990 SAO JOSE DOS CAMPOS;6,53;18,6;7,14;10,82
354995 SAO LOURENCO DA SERRA;...;22,95;7,9;14,08
355000 SAO LUIS DO PARAITINGA;2,98;8,93;6,27;6,33
355010 SAO MANUEL;2,39;14,45;5,76;7,73
355020 SAO MIGUEL ARCANJO;3,69;11,91;6,83;7,8
355030 SAO PAULO;6,06;17,38;7,2;10,33
355040 SAO PEDRO;2,03;10,2;4,23;5,86
355050 SAO PEDRO DO TURVO;1,46;4,39;3,71;3,29
355060 SAO ROQUE;6,58;15,72;7,73;9,97
355070 SAO SEBASTIAO;4,66;14,64;6,91;9,16
355080 SAO SEBASTIAO DA GRAMA;1,36;10,76;4,23;5,69
355090 SAO SIMAO;7,36;15,32;6,52;9,66
355100 SAO VICENTE;6,35;22,33;9,43;13,01
355110 SARAPUI;3,85;15,3;8,23;9,53
355120 SARUTAIA;0,33;7,6;7;5,35
355130 SEBASTIANOPOLIS DO SUL;0,72;5,49;6,01;4,39
355140 SERRA AZUL;1,85;13,28;6,98;7,78
355150 SERRANA;2,64;15,3;5,2;8,09
355160 SERRA NEGRA;2,63;6,02;2,75;3,86
355170 SERTAOZINHO;2,59;14,86;6,55;8,39
355180 SETE BARRAS;2,85;21,33;5,71;10,77
355190 SEVERINIA;0,61;14,36;3,76;6,58
355200 SILVEIRAS;4,17;5,89;3,22;4,41
355210 SOCORRO;1,89;6,87;2,54;3,82
355220 SOROCABA;7,21;16,76;8,4;10,94
355230 SUD MENNUCCI;1,43;13,71;7,1;7,68
355240 SUMARE;7,99;18,86;8,59;11,54
355250 SUZANO;8,03;21,23;11,43;14,16
355255 SUZANAPOLIS;...;6,91;6,73;6,8
355260 TABAPUA;0,75;11,29;3,51;4,98
355270 TABATINGA;0,87;6,75;3,05;3,74
355280 TABOAO DA SERRA;5,84;20,76;7,91;11,67
355290 TACIBA;1,32;13,65;7,7;7,94
355300 TAGUAI;0,32;5,84;1,8;2,68
355310 TAIACU;0,88;8,99;2,3;4,12
355320 TAIUVA;0,55;13,37;5,82;6,73
355330 TAMBAU;3,32;10,28;4,77;6,25
355340 TANABI;1,48;10,27;5,5;5,93
355350 TAPIRAI;1,57;12,7;9,28;9
355360 TAPIRATIBA;4,53;9,34;6,48;6,86
355365 TAQUARAL;...;11,04;6,05;8,5
355370 TAQUARITINGA;1,79;15,83;5,53;7,92
355380 TAQUARITUBA;1,62;9,75;5,98;6,14
355385 TAQUARIVAI;...;8,39;7,28;7,76
355390 TARABAI;1,37;12,51;8,75;8,22
355395 TARUMA;...;17,62;10,83;13,82
355400 TATUI;3,41;15,65;6,33;8,63
355410 TAUBATE;7,85;17,32;7,57;10,96
355420 TEJUPA;3,94;4,2;1,5;3,16
355430 TEODORO SAMPAIO;2,24;23,98;9,19;8,99
355440 TERRA ROXA;0,18;8,77;5,19;4,99
355450 TIETE;1,03;9,84;4,04;5,28
355460 TIMBURI;1,69;2,36;3,2;2,45
355465 TORRE DE PEDRA;...;8,57;4,22;5,98
355470 TORRINHA;2,25;8,91;3,1;4,83
355475 TRABIJU;...;11,96;6,9;9,19
355480 TREMEMBE;4,51;15,16;7,91;9,65
355490 TRES FRONTEIRAS;2,18;9,59;5,63;5,47
355495 TUIUTI;...;9,44;4,23;6,45
355500 TUPA;2,7;12,64;5,89;7,29
355510 TUPI PAULISTA;0,4;12,89;4,3;6,02
355520 TURIUBA;0,91;4,35;3,44;2,59
355530 TURMALINA;0,37;6,01;2,64;3,04
355535 UBARANA;...;12,05;8,01;9,73
355540 UBATUBA;4,08;17,54;7,27;10,13
355550 UBIRAJARA;0,98;7,11;2,84;3,68
355560 UCHOA;1,49;12,08;4,54;6,14
355570 UNIAO PAULISTA;3,85;5,23;2,74;3,81
355580 URANIA;1,75;9,03;6,59;5,55
355590 URU;1,43;7,29;-;3,27
355600 URUPES;0,16;12,4;1,73;4,9
355610 VALENTIM GENTIL;0,86;10,06;4,31;5,61
355620 VALINHOS;2,29;11,37;4,28;6,11
355630 VALPARAISO;3,84;13,78;7,55;8,63
355635 VARGEM;...;8,77;2,71;5,17
355640 VARGEM GRANDE DO SUL;1,38;10;4,38;5,51
355645 VARGEM GRANDE PAULISTA;2,29;18,87;7,01;10,5
355650 VARZEA PAULISTA;6,26;22,81;7,76;12,67
355660 VERA CRUZ;2,39;7,67;7,62;6,04
355670 VINHEDO;3,07;12,01;4,7;6,75
355680 VIRADOURO;0,83;11,26;6,46;6,63
355690 VISTA ALEGRE DO ALTO;0,58;6,45;3,95;4,03
355695 VITORIA BRASIL;...;8,87;2,4;5,48
355700 VOTORANTIM;12,59;17,75;10,1;13,18
355710 VOTUPORANGA;1,89;10,65;5,4;6,24
355715 ZACARIAS;...;16,89;4,8;9,81
355720 CHAVANTES;2,76;13,02;7,19;7,71
355730 ESTIVA GERBI;...;11,08;5,8;8,15
Total;5,01;16,58;7,28;9,85
